Artery_Area,Artery_Tortuosity_Index,Artery_Median_Tortuosity,Artery_Overall_Length,Artery_Median_Branching_Angles,Artery_N_Start_Points,Artery_N_End_Points,Artery_N_Intersection_Points,Vein_Area,Vein_Tortuosity_Index,Vein_Median_Tortuosity,Vein_Overall_Length,Vein_Median_Branching_Angles,Vein_N_Start_Points,Vein_N_End_Points,Vein_N_Intersection_Points,Index
37662.0,1.1053517299138806,1.0873250676104473,4396.173157302037,86.26434087338234,6,11.0,5.0,39477.0,1.0837456619877175,1.0810315589372648,4783.724455854257,61.1134182330893,8,14.0,7.0,266.2
30180.0,1.0878422765691962,1.0762695918694367,3955.2665196904904,80.93164256984156,8,10.0,3.0,48350.0,1.1094358785715202,1.089348310984814,4504.937659289851,74.57783868126133,5,16.0,13.0,754.1
28564.0,1.0885101451102812,1.080415076777889,3857.8746007046984,85.48158485014012,5,14.0,8.0,36712.0,1.0958850592210843,1.0822500184784658,4551.812767608823,80.79522727330088,8,19.0,10.0,498.3
39074.0,1.0957875692307257,1.0829182218379185,5015.407788762442,74.0902635184736,7,16.0,10.0,47508.0,1.0824306963570962,1.0793348005907206,4996.282897081411,69.48668093171602,7,19.0,13.0,742.3
32495.0,1.0828441519649572,1.071289062096206,4050.2686117315416,68.76195814568533,7,15.0,8.0,41279.0,1.1064997608791474,1.0879346511663706,4917.425032705144,91.55188764160215,9,18.0,9.0,876.1
36872.0,1.085775642540338,1.0809334454607797,4785.379218062692,78.06293435413104,9,18.0,9.0,49481.0,1.0926977181830653,1.081184699348571,5245.97633125736,81.6012462320723,9,24.0,16.0,1009.3
25931.0,1.1072685470708217,1.095788117125522,3174.3334034202458,61.93199229003568,7,9.0,5.0,58333.0,1.1046811499061135,1.0873409832609942,4369.074744279699,87.29578843255995,5,14.0,11.0,974.4
31637.0,1.09346948435078,1.0822243653645187,4327.150862725447,80.21655969747991,7,15.0,7.0,45729.0,1.124375674881601,1.091270378743673,5233.966229989595,80.27998258591191,9,21.0,12.0,466.3
33087.0,1.0818576160767173,1.0702934661618804,3936.491916434905,69.24007966348852,7,13.0,6.0,35049.0,1.102762697722469,1.0805583754387107,4122.580228189472,64.90522729908182,7,11.0,5.0,965.4
24193.0,1.0915180224796541,1.0816906777920539,3127.3577900378864,101.14288985833933,8,10.0,2.0,45363.0,1.0907682934323073,1.0842962211007778,5487.388452778685,73.66031428121804,10,16.0,7.0,1154.2
46102.0,1.1170399135733253,1.0890368343820302,6898.4901833313525,91.20063398152504,8,19.0,10.0,42898.0,1.1119588016149222,1.088182257355551,5129.579361637697,84.0390319653392,7,17.0,11.0,329.4
34591.0,1.1133951564755145,1.0788445931373543,5027.9326086559695,71.01922632752478,7,15.0,8.0,42694.0,1.1188950641415834,1.0844342372644835,5119.5772695966425,66.59092142036539,8,16.0,8.0,489.1
50227.0,1.0831494684800875,1.0819392040423794,6807.588596353684,80.65458790929321,6,23.0,14.0,61271.0,1.0847199490622124,1.0794524253694318,6873.389678267964,86.57984300094097,10,25.0,15.0,251.4
4811.0,1.0551808469158235,1.0670396569100782,444.0681092190357,,3,3.0,0.0,15106.0,1.1122385004348414,1.1032717588632293,838.1930009000655,,2,2.0,0.0,225.3
35498.0,1.1200762681387009,1.0913360670681407,4018.7639943735458,77.30297263470418,6,12.0,7.0,46215.0,1.098941319340939,1.0814200994025391,4754.3030996169455,80.8536823319603,6,16.0,9.0,631.4
37697.0,1.0946688370013375,1.0904696008197727,5119.348914259395,83.8844964337146,7,16.0,9.0,43694.0,1.0926109629262375,1.0819881175386932,4597.824960917643,88.26813978840039,7,16.0,10.0,382.1
26820.0,1.091839916463127,1.0718764940711953,3627.479723126084,75.96375653207353,7,10.0,3.0,35508.0,1.1007233635793496,1.0786736986770653,3979.2686117315407,83.15722658736907,8,17.0,9.0,842.1
28926.0,1.0815520725354726,1.079376162537108,3556.487732352797,62.97659236492158,6,9.0,4.0,31333.0,1.0741813787973489,1.0738777292760915,2800.4906909456236,84.98160044748336,6,9.0,3.0,130.4
42358.0,1.0945934026269593,1.083908073008742,6077.798841196453,69.16520151175271,8,20.0,14.0,49530.0,1.1085634976719383,1.0795434850719068,5409.740833245181,74.41056771329008,7,18.0,10.0,432.3
33243.0,1.0802429839731627,1.075874228983078,5027.140761457681,55.40771131249006,8,19.0,12.0,43749.0,1.104754459972417,1.0824679095416025,5844.191626734014,76.75262531171022,5,19.0,14.0,694.1
21074.0,1.1066056188061413,1.1099093857326188,2641.5150775632633,75.26967000821945,5,9.0,4.0,45706.0,1.104860806627535,1.0833529847274808,4292.665581351212,84.07754188253071,5,13.0,9.0,1135.2
34456.0,1.0907089627003126,1.0807981645803917,4246.717313179317,85.90044417104313,8,16.0,9.0,46632.0,1.0923982891521868,1.0773121611493963,3910.183258569798,73.84266013541206,7,17.0,10.0,372.3
25894.0,1.1133701491987196,1.074006503453417,3010.683691845693,76.57658428626127,6,8.0,2.0,34688.0,1.1032872273605343,1.0860034781136143,3988.5995641732297,75.47881015215162,8,12.0,4.0,333.2
33728.0,1.120416956903522,1.0934589071477891,3882.6634893101614,84.38029064229053,5,9.0,6.0,47668.0,1.111062013908001,1.0796691275336339,3579.1222920256996,80.71390416287184,6,15.0,9.0,47.1
32959.0,1.0955223253840911,1.0797789070052084,4454.729506488138,83.23850261767085,6,14.0,8.0,44385.0,1.0853645557078289,1.0790494803999864,4872.055408295943,70.95876926156065,8,19.0,12.0,490.1
32041.0,1.1313165912021437,1.1059523375166873,4607.322435600708,70.71897247733888,8,11.0,2.0,38966.0,1.083294968781123,1.0776599723483162,5052.305191657999,74.93833845545382,9,21.0,12.0,1306.2
42689.0,1.0763972522433116,1.079805441322999,6206.9784232984175,69.50961699540609,10,22.0,13.0,46578.0,1.0867842631209264,1.0735615795456315,5495.508293825833,71.6839836051449,8,17.0,10.0,308.2
53233.0,1.0868760529281534,1.0801574667672302,7874.538090014855,76.27252579729952,7,24.0,16.0,47861.0,1.1007596615743866,1.0875805665989842,5590.500284599117,86.14222867289124,7,19.0,12.0,1159.2
36874.0,1.0819053465104522,1.0726868712708213,4845.081886954638,64.71438907642073,5,14.0,8.0,41387.0,1.0867727938569605,1.0796597051986658,4839.204686594611,71.85025181099941,6,13.0,7.0,1004.4
40900.0,1.0873717965990237,1.081089711269771,5299.601656214281,85.47299278991386,6,14.0,8.0,47146.0,1.0879706320738993,1.080134444518207,5120.244225113897,67.09708048792926,6,18.0,12.0,423.4
41944.0,1.1097096646461995,1.0826801628195277,5631.699202684839,70.79191889943456,9,20.0,11.0,45235.0,1.0885380236761923,1.0855726763502926,5143.3691167949255,73.56827164095719,8,23.0,15.0,1021.1
17029.0,1.0861589667180322,1.0764696251354242,1997.8855685242424,74.16025077623705,5,6.0,1.0,29847.0,1.0909937051189125,1.0716902689041294,2516.1231585774776,78.56903733102276,5,8.0,3.0,199.1
43486.0,1.1003502744131342,1.0906258002923825,6177.5663017771,70.27195865248085,11,22.0,11.0,51104.0,1.0814846350566523,1.08464838262427,5024.128568148861,90.2443302013141,7,18.0,13.0,552.4
30741.0,1.0816987420002724,1.0847710714713648,4360.5772695966425,83.9227643699003,6,14.0,8.0,47873.0,1.08804537292561,1.0814877176223663,5345.066735052987,77.24594199504395,8,20.0,13.0,464.4
29206.0,1.0698979114857106,1.0717801881270967,2944.970921685983,62.65012421993012,4,7.0,4.0,48714.0,1.0908317944150216,1.0814893299956116,5364.336720950578,65.94929279390423,7,15.0,7.0,949.4
35100.0,1.0849818949325127,1.0749427671183607,4736.1802999769725,71.83189134018286,9,17.0,7.0,50104.0,1.0905494255305221,1.08153092662296,5853.267745179759,67.64278625703642,8,24.0,16.0,112.1
39780.0,1.1040617609537027,1.0809695677127837,4559.079794913585,68.92432216572443,6,13.0,8.0,43535.0,1.080177856343648,1.079185869111092,4616.967096541374,71.77234295148288,6,15.0,9.0,950.2
30546.0,1.1373066508362397,1.111055956897881,4091.342638136237,77.8707939492187,9,13.0,4.0,48883.0,1.1068996422572788,1.0898720222168836,5689.851439576334,72.40757543781841,8,24.0,16.0,561.3
43575.0,1.1552230805077657,1.119218944081522,4941.866591477988,84.08212769992289,5,15.0,10.0,47338.0,1.1126972044935606,1.0922326422607198,4713.28080504036,73.28857961709431,8,16.0,8.0,1140.1
22470.0,1.1058375177164737,1.0755448130776322,2810.179074487696,,8,8.0,0.0,24250.0,1.0947579016136129,1.0784780873820612,2360.6500705120607,89.2475658537613,5,6.0,1.0,1303.4
39394.0,1.0721481433001216,1.0685009448048537,4626.6584386762715,81.26676863190684,6,16.0,10.0,40722.0,1.1092224481618356,1.082935091567402,4365.091988222403,72.97947438848014,9,16.0,7.0,523.3
40095.0,1.079265196729911,1.0787249973796114,4087.9406178826825,66.78446858849517,9,14.0,6.0,54576.0,1.0989397065760866,1.0837066042486323,5296.343863625513,81.38155567218904,4,17.0,13.0,1126.3
34397.0,1.1266000783261925,1.0975791537276962,3777.0095936534944,79.22814414785795,6,12.0,5.0,44580.0,1.0822316422085139,1.0766903411826743,4017.9721471752596,80.90200824358992,7,11.0,4.0,814.1
39193.0,1.0679810530798726,1.080593719159011,4755.724455854259,70.49126351586752,6,13.0,7.0,45722.0,1.0959846586704296,1.0871959156840327,4826.336720950575,68.94446576676967,7,17.0,10.0,564.4
48434.0,1.0753346766717766,1.0776495842529394,7022.122650963203,77.84894149529848,9,21.0,12.0,54214.0,1.089476956556837,1.0816692688859317,6801.960312803936,74.23287161055109,8,23.0,14.0,253.2
45219.0,1.1126916979451325,1.0807396582316247,5916.098264345564,81.43916705186058,10,22.0,12.0,56848.0,1.0896216710138749,1.084971318458485,7029.435492910407,80.3442206334628,10,31.0,22.0,1130.4
30655.0,1.1435685442405552,1.0933028204083257,3963.1020894901694,87.42181436416206,9,15.0,6.0,36330.0,1.0800583466200864,1.0816631570134585,3774.178207935916,81.49524655620382,8,15.0,8.0,521.3
42238.0,1.079001011084956,1.079946867165566,5667.165148075323,68.31938909133886,8,15.0,7.0,46104.0,1.0899060844358626,1.0778420592711269,5151.2950903902365,92.98745705877997,8,14.0,7.0,800.2
26546.0,1.1053362435718943,1.0745666626611887,3357.8329701443536,95.71059313749964,6,13.0,7.0,35788.0,1.1039764843622462,1.0812804165537218,3335.8207768355355,83.95919607153868,7,12.0,6.0,837.3
15735.0,1.190287879189742,1.200947113495777,484.32799384885845,,2,2.0,0.0,32113.0,1.0956960749082838,1.0852792628415193,3593.634918610407,71.13689775095055,3,16.0,13.0,79.4
38270.0,1.0754606731976752,1.0744875511557896,5050.2433585621275,73.61674634742886,9,15.0,6.0,39043.0,1.10775387656517,1.0787818981199184,5068.976331257367,77.32804132143212,8,14.0,6.0,986.1
38658.0,1.0776955475696892,1.0749812775691054,5002.6432867746225,72.43253125173742,8,17.0,9.0,40076.0,1.1507195617481216,1.1251780670148055,4699.033113719358,75.83054669996133,6,14.0,9.0,822.4
39237.0,1.0703447268652606,1.0770212875718204,5604.035205760413,74.43331735005874,6,15.0,9.0,46967.0,1.0859234683290087,1.0823274896839017,5098.898120770559,82.18932019774056,8,22.0,15.0,359.2
28296.0,1.0966989843759318,1.0824897662245347,3385.580228189474,100.48451011310608,6,10.0,5.0,44686.0,1.090950298950935,1.081905501006199,4271.800574300002,81.74690633912769,5,16.0,11.0,648.2
52171.0,1.0691267274001317,1.0741950637514674,6805.065868501213,76.80938928779315,6,20.0,15.0,50779.0,1.0835090546901305,1.0819947888697812,6481.632318955083,78.80330227583366,9,21.0,13.0,1128.4
35321.0,1.105400988945391,1.0960912256457078,3915.0878041402952,86.00301131922588,8,13.0,5.0,49660.0,1.0826915900402778,1.0808314189567403,4669.565076287821,82.38692854186058,9,18.0,9.0,184.1
36067.0,1.0718553221782345,1.0771442990755784,4189.746750430845,75.2131804267338,5,11.0,5.0,42905.0,1.084066439610409,1.082901381769669,4987.763127821773,84.55358519946117,3,13.0,10.0,951.4
47399.0,1.0663120972637297,1.0598020490609767,5597.309375740105,67.77826961829354,6,18.0,12.0,46967.0,1.0935527835190026,1.0816912281987525,5245.909447527607,80.77024616804945,7,17.0,12.0,1104.2
57567.0,1.1269452779863485,1.1057002858489564,5990.363199609273,79.77783136636388,8,15.0,8.0,65966.0,1.0967381425934526,1.0779889143118968,5794.198769408954,72.1284132539546,9,17.0,9.0,395.4
33668.0,1.1434219128190326,1.08354546964511,2623.367891305652,85.8294408945852,5,7.0,3.0,43738.0,1.0867908999669291,1.0679270438087822,3860.342638136238,104.11662094081943,4,9.0,5.0,448.2
33586.0,1.0853008385329306,1.078226493583124,4876.0625509708825,67.2528113070722,7,14.0,7.0,49568.0,1.099755766507952,1.0851891501878166,5066.523445727479,74.63153667820389,7,15.0,8.0,273.4
39305.0,1.1023110916182304,1.084737441889246,5958.422074112315,68.55626533370062,9,20.0,10.0,41001.0,1.086421528270406,1.0809092260457334,4138.852306128113,76.82238868654561,5,15.0,11.0,379.1
27299.0,1.1432946332693756,1.1365140757210233,3481.558800164661,100.57510757526018,9,14.0,4.0,35682.0,1.1186861294333605,1.081813428611348,4356.285855674239,78.60996093800468,7,17.0,10.0,484.3
41074.0,1.0831598966523899,1.0829798477432848,5951.056633785224,62.056965576617074,9,16.0,8.0,43504.0,1.0925414980983956,1.0820078327035492,5344.18448405908,65.05046009087941,6,18.0,12.0,84.2
24005.0,1.0778361339817166,1.0715812264366613,3793.3304448274152,91.83914082340837,5,11.0,6.0,39431.0,1.0906082465359963,1.085471785201205,5958.865724926212,69.38821076722246,8,18.0,13.0,106.4
39299.0,1.118245418109443,1.0951185053402503,5719.383402144802,78.46179869582636,8,18.0,10.0,50479.0,1.0856504826552245,1.0804393225664737,6127.829144999751,76.16653782446252,8,20.0,13.0,1121.4
36028.0,1.1484095920678399,1.1303200496716022,3556.5436482630143,78.77371823860364,7,10.0,4.0,33748.0,1.12205420568574,1.0840000509640062,3340.7770542341414,65.85445803957836,7,13.0,6.0,209.3
38761.0,1.11935301606193,1.1027014893870493,5304.704253318727,86.54464045167522,8,13.0,5.0,50565.0,1.127729572748103,1.1009691667453263,4663.94480196479,74.45463160395654,7,14.0,7.0,1260.2
54623.0,1.0868888852293384,1.0796691275336354,7257.979648787701,62.466451824835794,8,19.0,12.0,50144.0,1.0901597510305345,1.0848298855343723,5816.302233065169,77.43632593623101,6,20.0,13.0,1242.4
35704.0,1.083963127207582,1.0819752411681334,4514.854398169167,76.24148589258994,7,16.0,8.0,44311.0,1.118276542000221,1.0897892021773177,4619.51125241866,77.26780703650893,7,12.0,9.0,89.1
41140.0,1.0891724913676322,1.0748791097743255,5563.8199102837625,74.82837555788021,6,14.0,8.0,45348.0,1.0869090289190297,1.0819540698089176,6062.289173204571,78.98752808356339,7,21.0,15.0,285.2
31449.0,1.0747666980441815,1.0768496765419635,4339.207645187441,65.09523119190482,7,14.0,7.0,36480.0,1.0937935627799464,1.08237348116465,3947.332536868469,78.51439278690734,8,16.0,8.0,1060.3
27539.0,1.1255295013739066,1.0893685227083068,3903.094946815235,69.66853287386871,8,12.0,4.0,39756.0,1.0930102657289094,1.086300027884978,4991.721497261427,76.48058588587062,7,16.0,8.0,37.1
45099.0,1.0992662091522638,1.0892930069586915,7000.254685319172,78.88208782738599,8,21.0,10.0,41550.0,1.0926943991741527,1.077811105545607,5047.718538668602,73.08394222528639,4,12.0,7.0,769.2
35375.0,1.0991753278940906,1.0849231645669324,4286.7051198705,98.18780201190451,8,14.0,7.0,56146.0,1.0873772118624676,1.0819458277590224,6263.649562897783,81.18583643939013,8,26.0,17.0,881.3
49223.0,1.085774368139851,1.0842809445764092,6127.243358562127,71.78376650119367,8,18.0,10.0,55777.0,1.0992184780210434,1.081189609467099,6086.583545719801,91.44832056530477,6,21.0,16.0,244.2
0.0,,,0.0,,0,0.0,0.0,0.0,,,0.0,,0,0.0,0.0,998.4
27464.0,1.1187738648711647,1.091410788627061,3309.2644276494325,76.35836442367736,5,10.0,5.0,37276.0,1.2345251733082507,1.1141104162458204,3507.9385258416282,74.55204332943033,7,13.0,8.0,245.3
41520.0,1.0933732777058964,1.07612880406761,5152.674816067198,76.92468880676475,5,17.0,13.0,47909.0,1.1041138625158946,1.0832908262170085,4796.719405220371,73.38174837903716,8,16.0,9.0,1104.4
33518.0,1.0935481951968642,1.0785999666109847,4135.303099616948,75.56107988498343,6,12.0,6.0,33821.0,1.08905533918237,1.0829435818480364,3327.176115894863,64.47860963705058,8,13.0,5.0,1100.1
34026.0,1.0983520353273435,1.0737434844220182,3393.6298679765296,68.75882007263662,5,7.0,2.0,41925.0,1.081268002825172,1.0809302262671103,3349.985207035854,81.60126711043982,6,10.0,7.0,339.2
52264.0,1.0935495775492092,1.0819423762543587,7075.4536034048915,76.34954772321032,10,20.0,11.0,55095.0,1.0997626972119443,1.0820846006303535,5789.623084239093,73.64960949213273,7,19.0,13.0,358.4
38284.0,1.0857447934661908,1.0801684349134253,5490.787514439411,98.28068224272175,8,14.0,6.0,39739.0,1.0988096519190624,1.0779425119379549,5349.442276647848,76.2405455842513,5,16.0,12.0,485.2
27094.0,1.0917874777694472,1.0797705272781821,3320.1100987168857,61.54885263962008,5,7.0,2.0,35324.0,1.111822461151926,1.0849648633026001,4164.028929637253,85.48127393974295,6,13.0,6.0,895.2
34645.0,1.0801288677921754,1.0827565273847122,4973.967096541377,67.05113090115006,9,14.0,4.0,35688.0,1.0816002260694153,1.0772936300351565,4147.183258569801,86.83830336814086,10,15.0,5.0,1325.1
61798.0,1.0939022164129506,1.082304878331318,7201.17856687342,81.78448077759856,9,20.0,11.0,61483.0,1.0906853323461203,1.0836852701718722,5474.213921310606,65.34410125591839,7,15.0,8.0,695.2
37866.0,1.089282497440756,1.079061711833796,4228.509160377605,93.75428684366037,11,16.0,5.0,41325.0,1.082297830750602,1.0799588297431046,4211.089896181346,73.15512655604755,5,18.0,13.0,156.3
30803.0,1.0928073648477026,1.0790633946850998,4067.888886054576,86.2893388727851,7,12.0,4.0,29373.0,1.1021356355294523,1.0794441121202183,3406.83802077824,89.22579553933473,6,10.0,4.0,518.1
37077.0,1.0919543292104663,1.0787643626820884,4726.594513539345,80.53767779197439,9,16.0,7.0,45256.0,1.091120850408424,1.0824897202555923,4737.7366491630755,73.98326478432122,10,18.0,8.0,735.3
36764.0,1.0977009952887773,1.0878361020154352,3938.354831445053,78.46913373855966,5,15.0,9.0,45741.0,1.0889554393199596,1.084220653831219,5043.133618782741,86.10240259135544,7,25.0,18.0,588.3
41419.0,1.0765958826397048,1.0774555641100982,5701.625176280147,67.5792507734386,6,16.0,10.0,43913.0,1.0975507250511578,1.0878360351400886,5326.218971944484,82.22299723357385,6,16.0,8.0,584.2
39698.0,1.0774420431017595,1.0767703003609956,5614.326619682813,64.99756374577687,7,15.0,8.0,51230.0,1.0876612176562739,1.0816093975389447,5724.816951690932,74.91958019146888,9,20.0,11.0,971.2
37663.0,1.1344483102735474,1.08353746884707,4891.986432525135,87.79296074105092,7,13.0,6.0,47756.0,1.0835249750242437,1.0737506192132484,4690.584412271577,77.82992611649193,9,18.0,9.0,813.1
30567.0,1.0940504625618341,1.086464642087817,3266.1862171626317,87.29825367777009,7,9.0,2.0,36006.0,1.1364388589759549,1.0938969145590935,3450.739607755905,67.82280886676313,3,12.0,10.0,425.3
54049.0,1.104410059689121,1.0854116620878866,6742.411106292769,92.04540848888723,7,26.0,19.0,61964.0,1.0947197058458342,1.0844052295257423,6989.019187306981,82.87704764036903,6,33.0,25.0,40.2
36119.0,1.103710090369466,1.0900456589870697,4902.83210359258,64.6250582308121,7,16.0,9.0,43947.0,1.1091161264092042,1.0839207319952797,3849.264427649431,78.52579134925863,6,14.0,9.0,1258.3
50311.0,1.0828740433853417,1.082096751490198,6533.836287674688,79.80849814997231,8,21.0,14.0,58179.0,1.121170535137481,1.095252540814877,5470.562117694992,83.04253140464508,6,20.0,15.0,230.4
48025.0,1.1118343288696884,1.0828289961763675,6105.241266521071,95.85433866203394,8,19.0,11.0,48741.0,1.0902647387273967,1.0823271817476114,4776.025971044419,74.27709880664827,6,18.0,12.0,157.2
38740.0,1.1200592001191625,1.0913610349797305,4657.376259469863,97.33623686212948,7,18.0,11.0,45835.0,1.0945528953183654,1.082392018030977,3856.3476887701154,87.36327161083393,8,19.0,12.0,531.3
36213.0,1.1095535702092794,1.0820752961624793,5245.882968868914,75.94110102534083,8,18.0,11.0,43522.0,1.0913684037656193,1.07761496834576,5503.564209736043,69.60954767462424,10,22.0,12.0,282.1
45065.0,1.0897799708812541,1.0821789185310153,6774.117600329322,78.56903733102276,9,19.0,12.0,48164.0,1.1198990751100126,1.083546798615844,6088.732824018468,83.93082695796491,7,18.0,11.0,700.4
57427.0,1.1111163419196297,1.0877541249221212,7611.136069761302,81.57021929604639,7,26.0,19.0,50123.0,1.1010054688940745,1.0853875840895753,5589.554108468281,85.36637797711029,8,19.0,11.0,928.4
5785.0,1.0887498292372053,1.0887498292372053,233.76450198781768,,1,1.0,0.0,19978.0,1.0865040985674872,1.0830805724486474,1916.2459582174522,,6,6.0,0.0,278.4
42230.0,1.0914346399559085,1.0817538262090824,5742.1235175149795,71.14019619217545,9,20.0,11.0,56594.0,1.0921598214185655,1.0810133692671453,5753.208870676716,77.3646946820576,8,23.0,16.0,38.4
16795.0,1.1306243663506612,1.136244346883801,1597.966737603872,88.6163130326315,2,5.0,4.0,43905.0,1.1047156193359318,1.0814916380015227,4078.2320318050815,77.86701175905793,5,12.0,7.0,1135.1
17918.0,1.1210537053298852,1.0800053816033484,1821.5108934811583,,4,4.0,0.0,35239.0,1.0999529213809642,1.093220447335126,3158.362840671768,64.1252260207871,5,8.0,4.0,332.4
34836.0,1.063874903145073,1.071759839804461,3946.0827535064154,56.38191434664641,8,10.0,3.0,45013.0,1.0769154613329701,1.0758751952462795,4472.53354699525,83.99925796850599,7,11.0,5.0,1023.4
15424.0,1.0758999516828336,1.0743592682479872,1231.633693121131,71.22810724015253,4,5.0,1.0,32287.0,1.1057627058294728,1.0823753552089086,2841.85317267989,95.47514639655085,5,8.0,3.0,1050.1
26263.0,1.095056481879765,1.0825791587881317,3078.499925661616,92.53639867666982,5,9.0,4.0,26286.0,1.0990571124828712,1.0892703048333607,2312.152595829002,62.55607422028375,4,6.0,2.0,827.4
42392.0,1.0922677725190695,1.0737307047152973,5249.181525466247,75.27508509761876,7,19.0,12.0,38091.0,1.0999450371579191,1.0838538209931876,4773.660530717325,70.2455019214951,8,18.0,9.0,762.2
45930.0,1.0934083831316037,1.0865696883363318,5065.981381891248,84.65631762732002,6,15.0,11.0,57714.0,1.102747016051534,1.082176743505649,4836.09913089734,87.27368900609373,9,17.0,8.0,404.1
44464.0,1.0654105950019082,1.0731432738733389,5312.608798889218,72.14657499783769,9,20.0,12.0,48318.0,1.0899643422477394,1.0812041891314537,5183.584412271574,73.46780127163373,8,22.0,15.0,964.1
31024.0,1.1035664920640025,1.0834130943075837,3765.224889130143,91.0039490462768,7,13.0,7.0,39262.0,1.0808412809917545,1.0770133500204397,3883.3893193304593,84.61068824002659,7,12.0,6.0,714.1
39594.0,1.1007624079877487,1.0848499384900094,5521.615941564157,69.27133432501223,7,15.0,8.0,42180.0,1.1431711443351684,1.0878568823952517,4734.17524934309,85.74632993629066,9,13.0,5.0,170.1
45528.0,1.1170307107988189,1.0993355917258492,6004.201728001783,85.58592148210184,6,17.0,11.0,58994.0,1.098790282305167,1.0847614418483833,7125.943068861237,71.56505117707799,7,26.0,20.0,1020.2
34587.0,1.0782797845636989,1.0809535146090863,4408.631093465803,76.03752148673101,8,18.0,9.0,33929.0,1.0853258551580527,1.0774774327278898,3360.9771978091408,74.68718163919371,7,13.0,6.0,764.3
54052.0,1.0901369708082618,1.0866573498943743,5118.65042944956,68.86724554376168,9,18.0,11.0,54748.0,1.0914183907490214,1.0872138734961905,5933.33376235775,76.86233338757164,7,14.0,9.0,457.2
41550.0,1.0780186163360232,1.0798885275232166,5952.976331257366,76.68498709993095,7,19.0,11.0,48510.0,1.1391344544591326,1.0818500246698592,5739.194585326847,69.94126551316093,8,17.0,9.0,1170.2
41460.0,1.1187347347729197,1.0836153975269247,4807.670631985093,84.42593929647231,7,15.0,9.0,52956.0,1.0935914536933449,1.087251932788682,5868.515436500764,59.536964091727555,7,20.0,13.0,1164.2
33583.0,1.0898233078604727,1.0820804037206193,5305.160097441439,76.48746936421398,9,19.0,10.0,50513.0,1.106310749078373,1.0782594020377987,6596.921640836425,79.9152603484839,7,26.0,18.0,56.1
32022.0,1.0931368457465196,1.0840074507689041,3722.0339802711337,78.05582281155367,6,13.0,7.0,53146.0,1.098133201200987,1.0839413253395076,5886.017095265928,87.87890360333854,9,26.0,17.0,620.1
